,BR12,BR16,BR13,BR29,BR23,BR21,BR51,BR50,BR31,BR15,BR41,BR22,BR43,BR11,BR14,BR42,BR35,BR17,BR25,BR27,BR32,BR53
1981-01-01,3.4478021085678066,0.6165193881478848,2.137100108673231,0.2630205375360759,0.040730716478784026,0.4098708750175471,8.288502845124153,17.027343727787784,0.5049199340250633,0.9022098266696591,2.161315862945108,0.28243664119824485,0.650744684456619,8.060065548706884,0.9099302587100787,1.0879735785066116,1.098529150514993,0.4746556029924669,0.012484811289853431,0.02504212846922875,0.05824252105371693,2.2723981273214475
1981-02-01,0.0,0.0013846999955737644,0.005267741802111991,0.46929293181663,0.12291949947178031,0.34006743429789554,4.6810412189018065,12.646776915821944,1.4904375228002995,0.5596450755398189,0.6032217724820568,0.41731103067134434,0.0010001830287846055,0.19929795393220195,0.0,0.031278227936195314,1.736182409292244,0.6958750866085213,0.04705361416611517,0.09861316430419455,0.35416000064605535,3.414773437933224
1981-03-01,0.6350442973840494,0.28882985390527266,0.5741518956342448,0.06843826386800153,0.01305928986368788,0.07145396067937411,3.2116210659486986,11.841739948701145,0.705323540316347,0.19114015299743314,1.282036602599207,0.05860816551389993,0.16904095369149758,1.8807284372214057,0.3250501216693669,0.5158113962047954,1.4052432083239228,0.15244941676189147,0.005801796388620892,0.010458287230629677,0.3264638156332589,1.5209931237771377
1981-04-01,0.3172566915931168,0.004087392986926616,0.2479147038024011,0.3958088904460737,0.044793007884595094,0.3787874857776421,4.3156051522640695,5.080627313341669,0.39135421201232545,0.48137768177974954,0.9765254472315877,0.31678152956610334,0.5607435197915708,1.9750152229474005,0.0016351531857258079,1.1850714527810073,0.6066889792418907,0.7508071609479184,0.026606423666343557,0.03538277616532794,0.1773007587785058,1.3568525638370597
1981-05-01,0.0031562685668876985,0.00033475689999888446,0.01584993373797593,0.07327221508425324,0.0001409957554370921,0.014054566850976374,0.6722769890563239,1.0229496459368583,0.1066587417929891,0.0907914971983345,0.061032483571587116,0.025738538660045985,0.011719309932485726,0.27430268645509176,0.0,0.019703633004332696,0.05040037204204843,0.11269565848936021,9.958419014054384e-05,0.0006552118051048848,0.026863903073506556,0.5022362544528263
1981-06-01,1.0328794872991491,0.07843270710687973,1.0309020045128523,0.5290148918131624,0.053140514252909395,0.3009800081618564,7.317325217899283,3.7238874991780957,0.2249534843088343,1.1043633684466918,0.3040824079321468,0.361261463729157,0.3816158741144492,5.930963644027381,0.049236227701548466,0.14641388949315207,0.036665053059355295,1.744283710681594,0.03177740212763392,0.06063532701240527,0.036273039780691026,1.5811089938673688
1981-07-01,0.13630419295098692,4.7357046776049716e-05,0.07323999041735595,0.01113593284170751,0.00031400033570545686,0.007314758394175638,0.2853370435939192,0.09994589783328514,0.00790261792454841,0.07164388104239858,0.011619782043108524,0.006011730572204608,0.007120626523940058,0.6945251440238536,0.0,0.0037120604446367355,0.006306771160550781,0.06992780391980852,0.0002963851238388384,6.937319940004807e-05,0.005298073421494073,0.01972805070235676
1981-08-01,0.08233209624933933,0.008976518416616066,0.08522213049232039,0.055729991505919535,0.003514404495565865,0.036987203261276046,1.8694011660993761,0.9042786974382356,0.058022720660122304,0.19819536428058554,0.19560512486853954,0.025073740955909373,0.07013693522903132,0.9254857024673976,0.0015183509643873926,0.02677288400120756,0.0706402739017751,0.40918379493905715,0.0008899210477830317,0.0015484333342000534,0.011603662414179063,0.2339176959420436
1981-09-01,0.051731511892001585,0.0,0.11460561976160362,0.0889802847941891,0.004073434182118491,0.05450619696121028,3.8842715009116784,1.9352006377838085,0.10489601761045096,0.37518005775564034,0.24954108908270006,0.012237668276351702,0.20887581039664718,3.7411591609966024,0.0,0.17180274094948758,0.06723915205712133,0.5921665204818904,0.0015567669629578324,0.005366144426964672,0.02015006982733577,0.4172618991866112
1981-10-01,3.3415226976284065,0.1973621287095073,2.1570154426111183,0.03889447474702072,0.06232144264462125,0.2766866629470996,8.315569473312705,12.523788276251027,0.2142334101954906,2.3988018872408046,1.1901129653870923,0.1946562524654996,0.7314682033021674,9.176526954452601,0.015593216677563504,0.8748777782273269,0.9898928145850616,0.5871436699426612,0.017827814765717032,0.03175429917035654,0.00762635008423782,1.4050004564810559
