Train,Test
90.41,73.23
87.86,83.57
84.44,84.78
90.68,74.56
86.25,31.76
88.98,85.86
94.65,71.04
87.42,67.46
88.27,85.56
90.83,61.91
90.05,89.28
92.13,85.02
81.7,84.78
91.37,85.21
93.09,69.38
83.44,78.32
88.45,62.55
91.05,93.67
84.08,63.62
84.96,72.07
87.55,69.6
86.47,71.5
92.98,88.95
88.42,56.94
79.82,75.39
94.1,84.46
90.61,45.42
87.46,89.84
95.17,86.65
75.51,70.26
90.27,66.72
95.79,84.1
93.5,88.59
91.46,3.46
93.99,32.36
92.37,92.6
81.13,72.19
87.41,61.93
89.86,90.19
87.75,88.2
87.55,83.71
91.81,74.91
95.48,70.67
94.35,83.93
91.53,62.01
81.38,87.21
94.02,67.52
89.87,88.18
94.53,48.61
86.67,82.43
89.12,75.8
87.17,79.34
90.23,80.04
84.38,81.42
91.15,74.28
92.46,62.89
87.73,47.79
86.99,83.47
91.6,73.61
91.76,21.5
84.55,76.98
84.27,49.35
90.1,74.16
90.44,52.47
86.26,82.49
92.51,73.44
89.3,66.59
91.06,78.49
83.84,72.13
92.17,87.45
92.16,94.54
85.79,77.39
89.07,79.11
95.47,89.57
87.41,83.89
89.79,88.03
92.33,93.64
87.0,80.12
79.83,65.08
85.26,88.07
85.02,88.29
88.19,75.85
89.33,86.24
91.96,77.54
90.13,75.49
90.36,37.24
82.65,77.57
92.07,87.12
90.68,82.13
87.21,87.36
89.33,62.55
88.3,79.28
83.96,86.02
88.49,86.81
93.24,86.16
96.42,86.64
91.32,90.72
91.82,63.64
86.05,81.93
86.8,72.64
83.66,73.9
90.46,81.25
93.78,82.53
87.21,86.32
93.03,85.36
93.0,87.43
88.76,76.83
87.89,85.87
94.31,88.09
88.73,86.42
87.94,72.02
91.51,53.76
88.47,68.8
90.69,85.17
82.7,72.39
82.72,82.46
90.63,56.46
87.75,88.88
85.93,89.97
86.1,83.98
95.61,83.96
90.47,75.74
90.23,40.12
89.21,84.03
90.46,89.39
90.61,81.08
93.48,78.03
95.18,55.92
87.42,81.16
87.76,59.3
79.12,87.76
91.2,76.81
86.58,78.51
90.33,90.48
93.53,80.82
96.17,90.75
83.95,67.83
88.6,90.23
84.25,76.57
93.37,90.06
91.03,87.03
92.98,72.18
89.88,65.93
93.11,77.07
89.21,82.08
88.65,83.56
88.95,83.25
85.71,79.04
89.38,82.45
91.11,81.01
88.82,81.02
90.23,66.28
85.83,79.19
97.32,77.64
91.69,84.13
93.79,84.77
88.34,77.26
91.1,61.7
87.58,83.24
90.51,56.69
87.16,87.21
87.91,86.05
79.38,85.09
91.25,90.25
91.62,84.94
88.63,38.45
87.6,77.53
81.66,68.12
86.22,86.35
84.84,83.1
92.52,27.25
93.26,66.15
92.99,74.23
87.5,68.9
89.41,91.88
84.11,77.57
86.43,66.76
91.68,86.35
91.16,81.85
91.15,87.23
91.52,89.78
92.83,91.15
89.16,86.14
89.16,92.7
84.79,54.04
90.96,94.23
92.05,46.0
89.89,82.73
89.46,77.95
88.25,63.75
93.91,78.29
91.28,78.82
90.4,-12.16
93.24,80.28
86.37,88.87
91.96,89.58
90.14,74.78
91.6,87.15
90.44,77.64
92.51,67.64
82.87,90.87
88.02,79.85
93.51,65.45
92.18,68.94
91.19,67.75
95.11,84.39
92.66,69.67
91.89,70.83
84.07,80.92
91.65,-13.28
87.5,84.36
80.89,78.31
86.04,76.61
80.91,83.66
89.99,87.15
90.1,93.59
93.88,85.6
93.86,85.19
94.73,88.81
93.65,84.13
93.36,81.14
90.82,85.88
89.16,66.6
87.62,87.93
95.3,90.75
86.34,88.46
92.4,73.84
94.49,86.91
81.1,70.65
81.88,52.14
89.39,77.72
91.37,77.08
90.64,86.71
89.52,79.01
85.77,86.26
92.82,89.18
93.8,77.89
91.7,78.54
87.29,78.84
86.25,74.28
94.87,81.33
86.04,80.72
87.82,76.93
95.03,71.88
94.76,93.23
83.84,76.23
93.45,92.67
91.3,71.01
88.02,63.8
89.89,81.29
73.1,90.83
88.52,79.79
90.36,88.38
90.29,87.68
90.75,85.04
88.14,88.58
94.99,26.15
84.47,91.79
86.43,72.3
94.23,69.63
86.04,90.2
86.42,81.33
84.55,52.43
89.14,88.88
85.85,80.27
91.74,75.97
89.03,78.11
83.33,86.54
90.74,82.73
89.13,55.85
95.32,79.5
83.43,75.99
87.33,93.6
92.85,86.05
93.76,50.54
88.63,94.14
95.01,90.76
87.33,-72.14
90.11,78.92
92.32,86.64
90.87,69.66
88.78,71.16
89.83,80.8
83.2,88.74
83.76,85.81
95.56,79.37
86.34,71.73
88.63,57.03
93.48,82.11
88.43,67.84
86.26,86.73
90.2,80.05
89.37,80.38
91.7,61.22
92.85,87.41
88.11,68.09
88.36,71.42
91.67,68.42
91.98,90.26
91.84,89.03
89.9,87.89
87.16,77.54
95.02,36.7
86.92,74.69
87.28,20.98
80.85,81.74
89.45,80.7
97.16,77.57
90.06,78.87
92.41,81.61
86.03,81.68
89.27,68.5
92.85,86.42
97.32,85.87
92.07,92.3
89.99,90.78
88.4,83.28
86.31,84.13
91.85,90.34
92.29,64.07
93.87,82.92
82.3,90.62
88.12,69.19
79.35,68.58
92.9,73.61
90.4,71.85
87.88,4.81
90.04,83.78
84.7,82.85
84.84,66.8
84.3,93.47
92.23,67.19
92.79,61.38
88.31,91.61
94.74,74.3
91.77,57.37
95.18,87.95
93.88,92.13
96.98,65.69
79.56,64.74
91.95,89.48
87.2,81.06
91.91,79.88
90.36,88.88
90.03,91.31
88.55,76.56
82.65,24.55
95.41,88.96
82.91,80.84
89.72,84.1
88.26,83.51
94.0,72.55
87.57,75.99
90.04,87.43
86.86,90.0
90.59,90.41
93.92,78.4
85.99,44.66
84.94,80.51
93.0,55.65
90.61,77.14
92.8,84.25
89.36,75.9
94.8,77.74
88.9,78.07
87.53,91.05
88.16,91.56
84.22,73.01
83.73,72.85
86.92,82.76
84.9,87.48
92.27,81.3
91.6,81.47
90.41,89.82
92.18,39.75
89.59,71.59
88.13,74.58
93.26,80.87
93.0,80.37
88.41,78.45
90.88,81.38
90.37,88.76
90.13,93.19
92.03,61.56
90.29,85.43
92.68,68.81
91.82,76.76
85.84,88.17
85.35,85.14
89.4,51.39
94.72,72.37
94.68,66.11
83.68,49.65
95.96,76.86
89.12,88.57
82.96,76.22
87.42,-47.79
90.94,76.03
75.14,68.67
95.65,-76.94
89.93,90.91
89.15,74.81
89.34,85.13
88.69,67.61
93.79,71.46
89.32,77.07
88.63,86.58
91.33,80.13
90.16,72.39
92.38,85.28
95.62,92.75
86.61,87.98
93.63,60.97
90.03,95.01
89.8,91.69
92.38,77.14
87.71,91.98
84.67,90.63
88.6,68.7
96.68,71.84
90.93,82.28
91.44,89.09
87.01,77.42
91.21,61.3
88.87,81.87
92.19,86.16
95.95,51.69
85.5,73.36
92.77,64.51
89.78,88.78
91.29,80.25
98.06,38.63
91.19,88.94
86.49,60.49
92.43,71.76
91.58,96.6
88.6,74.29
90.09,79.74
92.09,78.78
89.96,79.19
92.41,93.15
91.13,84.42
87.78,77.32
82.49,53.25
82.72,80.95
86.79,57.88
92.06,92.69
89.4,81.1
90.24,86.84
85.74,76.04
82.37,89.83
80.79,84.05
93.61,85.01
88.99,90.31
83.08,82.79
94.73,87.79
82.25,65.66
97.27,84.78
89.79,87.4
87.78,83.71
91.2,69.38
87.05,62.44
92.83,80.96
88.55,87.57
91.82,32.83
90.04,92.03
89.27,58.98
91.09,82.25
90.96,82.45
90.16,71.67
88.14,93.26
86.64,71.93
92.74,92.49
95.39,79.16
82.11,78.55
85.81,79.7
89.13,87.91
69.75,74.07
91.92,91.12
87.11,87.46
89.34,61.61
85.39,72.33
93.34,80.37
94.07,95.17
89.1,66.16
90.81,92.76
95.17,84.86
90.81,69.07
91.26,45.66
89.0,71.36
87.67,75.29
85.55,75.65
90.6,76.24
90.23,77.11
84.94,93.02
89.36,65.23
82.21,82.64
92.76,42.27
90.69,79.34
85.9,82.4
82.94,73.24
88.76,78.8
86.03,72.93
91.77,88.57
91.46,86.4
84.37,83.25
90.22,89.32
84.58,84.93
94.75,89.26
88.34,89.49
91.07,51.84
91.44,86.85
90.59,64.52
82.4,86.99
93.27,39.81
90.99,65.54
77.0,81.81
92.16,72.9
92.06,81.18
89.27,82.27
92.84,87.17
92.6,71.35
93.61,79.22
90.61,76.11
93.75,89.89
89.19,79.18
91.41,81.02
89.16,73.93
88.52,76.07
91.8,81.76
88.21,85.46
90.57,58.9
86.35,89.23
91.3,75.14
87.04,88.58
87.31,91.54
86.61,92.15
87.89,66.86
83.16,84.83
88.27,58.6
86.63,85.98
88.27,77.21
85.72,62.37
85.88,87.44
92.37,91.43
92.1,72.59
86.27,80.25
89.1,83.69
86.06,90.87
90.75,79.61
88.56,80.84
95.52,7.82
87.42,71.64
90.48,84.6
93.8,61.84
84.71,81.67
95.53,94.94
91.67,76.99
90.96,72.18
85.83,73.84
85.8,88.54
92.96,89.02
90.07,87.02
91.27,86.65
85.4,55.97
93.17,88.93
85.74,86.36
95.42,90.68
89.53,81.61
82.8,73.75
93.0,89.14
92.99,68.91
91.86,80.41
88.45,52.64
87.87,92.71
91.92,90.0
95.45,61.75
83.27,77.1
89.63,43.76
83.57,85.72
89.0,91.28
92.84,87.64
84.76,85.51
83.57,83.13
89.23,76.46
91.35,74.72
86.21,88.5
94.49,37.33
82.48,63.79
89.21,84.38
92.98,87.21
88.94,92.23
85.25,77.87
92.66,79.56
94.68,74.28
94.63,84.38
89.14,70.77
90.95,79.21
95.61,87.32
87.43,77.93
87.28,77.82
87.47,84.54
86.87,94.41
88.46,72.3
91.12,64.56
92.3,83.6
90.8,84.53
93.64,46.82
90.6,84.52
91.46,76.95
86.79,77.89
95.14,74.46
91.22,82.46
92.92,82.87
81.34,89.67
85.54,86.35
91.26,80.08
84.33,72.12
91.69,84.26
86.5,-111.28
92.47,73.0
84.62,68.83
90.73,81.89
81.38,77.97
92.75,87.87
89.95,85.75
83.05,87.43
84.54,87.41
89.77,78.16
92.51,67.81
83.94,67.35
93.01,88.97
95.42,70.82
86.95,80.99
90.33,74.85
93.32,65.34
87.37,52.72
87.93,44.18
89.95,92.01
93.12,83.44
88.42,85.58
92.5,50.35
93.28,84.9
92.08,80.59
93.3,64.73
90.78,4.73
90.92,74.77
91.17,81.02
90.76,89.22
91.96,81.89
92.96,77.36
91.5,86.39
93.06,74.51
92.72,86.91
90.56,83.04
86.87,68.64
93.95,51.96
88.79,79.38
94.26,90.99
88.65,67.76
91.89,83.96
90.55,68.74
92.09,92.01
90.92,79.3
88.04,86.3
75.16,87.22
87.21,83.0
86.74,80.63
86.91,76.35
86.77,71.7
91.59,84.81
91.23,73.94
87.76,56.69
90.79,80.51
93.98,87.41
88.35,75.49
90.07,76.2
86.65,84.88
81.66,88.08
93.72,86.65
92.87,90.63
94.12,77.64
83.24,84.93
89.82,90.46
92.62,91.24
85.78,93.56
74.55,48.31
86.62,43.42
91.66,90.37
87.17,83.31
87.64,61.49
91.24,81.69
98.44,74.19
93.41,83.43
97.3,69.52
95.38,46.68
84.68,80.34
85.16,71.81
86.53,84.09
89.72,76.5
88.76,90.83
90.43,89.05
87.32,54.45
89.89,88.35
82.84,86.13
86.09,81.22
93.71,86.32
89.63,93.95
93.02,70.21
82.05,67.32
89.93,93.16
80.57,66.5
90.75,89.67
88.79,91.66
83.75,65.43
91.68,70.43
92.03,73.59
88.88,68.04
88.7,84.56
93.27,89.6
89.8,80.32
87.7,86.13
87.12,81.3
80.04,78.54
83.8,68.98
95.0,85.64
83.47,80.18
87.06,85.12
93.87,69.86
95.48,70.39
89.82,72.05
90.61,71.25
91.45,80.65
87.08,81.24
93.4,80.28
89.71,72.81
89.8,88.92
93.19,82.67
85.59,72.69
87.6,77.08
92.79,67.99
91.48,78.35
91.32,91.27
91.01,83.94
91.14,90.26
90.2,79.37
83.54,88.36
95.51,89.97
76.71,85.74
91.44,89.7
90.78,82.45
91.48,90.5
89.05,80.04
78.9,66.76
90.5,74.36
92.07,80.36
89.84,52.0
94.53,79.04
92.07,91.44
89.44,86.96
89.54,90.26
88.53,84.15
96.01,69.38
96.22,77.65
85.01,53.11
87.65,93.56
85.29,72.0
97.51,55.43
92.24,59.75
91.19,91.95
91.45,78.21
87.17,84.11
80.72,92.24
98.84,80.61
87.19,91.08
93.41,64.5
95.46,0.79
88.87,71.68
93.22,77.39
87.27,80.4
92.15,89.3
93.81,88.3
92.32,85.48
93.89,86.56
92.45,83.78
88.1,75.33
93.27,89.52
93.16,95.4
83.99,73.81
93.04,89.68
88.43,76.04
75.06,77.15
90.11,94.63
83.07,87.76
86.29,89.29
88.12,92.92
88.66,31.5
89.02,87.18
94.13,93.01
86.47,85.45
79.07,91.46
93.28,80.91
89.14,-5.7
91.24,91.29
90.11,96.03
88.49,82.13
86.79,80.7
95.15,87.92
92.06,91.24
88.83,75.27
92.15,82.53
90.72,81.64
77.91,51.0
87.13,66.82
86.23,77.47
89.12,83.28
80.23,83.13
76.12,83.95
91.05,69.15
