Train,Test
93.09,76.65
85.69,94.16
86.88,59.76
84.0,88.96
92.63,67.26
87.52,75.17
91.58,60.29
85.62,82.39
93.64,75.43
90.86,71.25
83.91,78.83
93.18,79.52
88.98,80.12
89.62,63.39
89.01,90.16
84.78,88.18
90.31,82.41
83.55,82.09
89.66,42.03
95.79,59.94
90.8,67.33
86.46,73.91
90.16,81.47
89.16,88.37
85.4,62.63
92.27,69.04
85.21,83.33
86.94,71.81
95.12,77.75
93.08,78.56
93.31,83.24
85.28,81.92
82.38,89.26
87.84,69.32
85.43,78.22
91.22,87.79
83.8,86.26
93.37,50.58
96.37,86.86
80.66,77.7
97.35,97.62
94.32,84.6
90.97,82.71
94.88,74.85
94.59,76.28
93.08,73.12
92.61,83.2
89.47,82.58
81.68,60.83
92.31,45.26
88.38,85.81
91.82,93.24
97.51,62.43
93.68,68.25
93.02,79.0
92.43,83.33
88.01,29.33
93.84,75.49
92.66,89.41
92.28,85.67
88.65,75.57
94.29,87.6
78.11,83.13
89.75,21.47
86.59,94.69
87.13,93.43
83.88,91.05
90.98,75.85
95.63,59.52
88.08,84.67
94.06,94.34
93.39,75.76
94.57,47.7
86.35,83.63
93.38,76.62
73.46,82.86
92.54,85.78
91.34,58.47
86.48,86.45
93.33,51.71
93.11,70.85
85.02,67.47
86.26,85.53
95.58,90.47
93.5,78.72
92.18,76.3
93.24,84.35
83.37,85.51
82.37,79.79
93.42,-18.38
93.31,90.12
94.72,72.26
82.63,74.21
85.68,83.97
81.91,89.21
86.91,72.16
90.62,89.15
84.22,66.22
90.74,86.15
88.11,60.24
89.45,87.63
84.65,79.18
84.86,81.84
96.44,80.76
96.71,43.75
87.56,82.32
87.3,84.87
89.6,81.62
86.17,81.86
91.58,85.17
83.45,85.9
93.92,86.66
92.46,82.02
86.2,62.41
92.21,62.46
95.49,59.49
83.47,81.15
91.05,88.65
88.08,66.82
89.49,73.44
87.82,82.48
88.38,69.6
84.27,94.15
84.85,78.54
91.78,73.3
89.65,85.26
86.97,83.52
80.94,78.4
84.96,86.64
89.45,57.35
96.32,91.3
91.89,84.14
95.43,93.01
97.26,71.13
91.7,79.68
90.53,83.22
85.21,62.08
87.21,77.18
95.17,76.3
93.83,76.35
89.96,69.5
87.43,79.06
87.27,82.32
91.53,76.34
88.64,88.99
87.15,74.46
91.62,78.5
86.84,79.73
89.49,56.44
81.54,79.3
92.08,49.35
87.06,92.34
90.46,45.53
89.86,85.65
89.7,88.79
91.65,79.85
89.04,84.48
89.13,82.83
85.96,89.34
91.22,77.7
86.25,87.86
90.5,83.81
93.24,97.02
90.3,76.08
81.78,67.99
94.2,55.26
88.53,68.66
86.17,90.02
82.75,82.41
85.78,71.28
89.86,91.49
91.71,68.24
74.76,69.15
90.66,70.77
88.53,93.62
79.95,70.94
86.89,68.02
88.13,66.53
77.16,76.87
91.8,87.97
86.78,86.56
89.83,85.68
83.1,80.5
96.71,91.74
82.27,67.6
92.24,79.8
81.96,78.5
95.52,82.33
85.0,86.55
94.88,24.0
90.84,69.23
95.71,74.66
91.07,25.87
89.85,40.62
94.92,62.65
85.22,72.7
88.13,71.17
90.22,47.86
80.43,91.43
92.5,79.27
91.92,85.5
92.65,47.19
89.15,59.47
86.72,47.59
84.8,81.64
91.44,81.74
88.27,95.95
74.61,79.91
84.53,67.32
87.77,84.06
80.31,73.42
92.4,91.19
95.66,-6.2
87.68,81.05
83.14,88.06
96.49,93.31
81.23,82.46
92.17,87.32
90.85,69.45
77.93,85.33
78.04,81.3
88.85,87.98
89.7,87.76
87.92,75.39
83.15,78.77
79.01,76.98
84.05,74.88
89.2,82.96
83.6,76.49
83.86,87.55
88.39,86.2
88.74,77.97
88.73,24.1
93.17,83.58
83.84,90.64
86.02,75.64
84.06,82.51
93.08,82.23
75.6,86.64
87.0,79.03
85.71,76.1
87.22,90.09
89.88,84.27
94.03,78.72
88.53,88.81
97.69,24.17
90.53,77.84
92.74,91.39
80.82,60.19
70.93,78.31
89.04,88.91
84.94,81.7
93.08,95.96
87.03,80.39
90.08,69.27
88.65,80.62
91.54,73.36
92.73,73.89
87.76,79.41
82.85,62.72
88.9,49.39
87.09,72.02
88.37,88.72
91.33,87.32
88.29,60.24
85.68,80.82
87.71,77.08
92.57,93.94
88.43,66.04
90.5,84.28
90.0,79.62
89.27,87.86
85.33,89.75
85.78,87.58
89.29,86.66
90.89,85.03
89.36,80.69
82.75,77.8
71.75,73.45
95.04,68.61
89.13,88.94
96.03,89.92
91.68,90.74
92.4,74.56
88.06,73.0
88.21,85.31
84.11,84.38
90.86,92.72
94.02,83.45
88.6,63.9
93.87,76.53
95.58,73.68
93.54,79.49
94.34,89.6
91.14,80.58
93.59,64.69
90.8,91.02
84.54,68.72
82.11,66.15
81.05,79.56
91.85,76.78
92.82,66.44
90.18,93.33
87.75,90.28
86.02,79.69
86.76,83.23
89.07,81.27
95.84,88.48
86.83,51.78
87.01,83.53
81.79,75.41
89.84,83.68
90.38,78.09
88.39,80.99
84.98,82.17
92.44,79.59
90.94,80.46
89.68,71.59
76.14,49.18
94.54,68.05
89.86,80.53
95.21,90.02
91.89,67.29
79.29,77.31
77.03,81.28
89.08,88.31
88.04,89.78
93.01,63.55
90.41,88.74
89.9,85.79
80.36,74.83
88.58,67.17
88.67,88.09
90.16,86.1
92.04,84.11
87.49,79.58
83.34,87.44
82.5,88.8
90.35,36.03
95.95,73.33
89.9,86.95
87.57,91.79
92.49,68.6
92.91,92.86
93.59,81.5
88.34,84.16
86.63,77.48
92.43,76.38
91.29,77.25
89.8,83.57
90.77,87.0
88.92,89.53
82.41,71.3
91.54,75.23
93.1,62.3
87.17,78.02
87.26,71.66
92.0,73.96
95.69,84.23
81.02,88.14
90.43,86.17
94.78,82.64
87.42,69.48
90.51,82.46
89.84,84.97
96.49,81.63
87.87,71.53
86.32,55.54
95.24,93.1
88.91,62.62
90.79,93.41
84.7,86.26
92.57,89.11
92.91,66.99
86.88,78.05
93.63,88.59
82.35,70.28
88.57,77.76
76.23,85.03
88.46,83.86
90.92,68.5
88.42,48.08
85.96,65.53
88.37,78.45
88.31,69.92
94.63,84.65
88.3,32.95
89.01,88.53
84.03,58.33
87.84,76.31
77.87,85.49
86.49,70.88
91.48,71.94
89.52,67.85
91.73,80.66
84.85,88.17
85.56,82.23
88.58,67.19
93.28,89.3
87.3,88.4
91.43,83.16
87.14,33.16
84.19,89.21
87.95,72.35
91.16,70.49
86.25,86.78
94.44,32.96
89.15,84.48
96.94,79.73
83.43,62.77
85.24,32.7
94.52,48.69
93.2,58.77
83.13,83.79
87.11,78.03
89.51,66.06
92.7,82.5
85.45,85.38
82.99,87.2
90.22,84.35
89.46,89.58
88.37,76.35
84.39,85.43
92.29,82.64
87.93,81.64
88.46,90.39
91.49,87.32
80.42,92.27
85.07,80.94
84.68,47.77
95.85,95.09
85.28,86.31
89.02,75.89
87.66,69.55
82.22,80.87
90.95,91.77
90.13,74.66
89.76,90.39
85.64,75.36
89.58,86.9
82.38,82.05
87.09,84.31
91.74,85.25
82.39,76.6
90.87,87.84
89.79,86.76
78.79,86.96
91.68,77.18
89.48,63.58
93.52,85.82
85.92,90.8
86.37,73.66
89.77,70.16
86.0,80.47
92.16,78.06
88.57,84.74
89.87,64.02
91.67,44.6
89.16,69.97
93.21,81.45
93.32,87.47
91.67,57.55
88.69,62.36
90.92,86.15
86.05,78.71
92.0,72.15
93.38,67.25
73.97,81.4
87.08,64.13
89.67,72.45
91.11,82.37
92.85,67.97
87.21,69.78
86.08,86.26
92.47,85.53
87.58,84.39
88.85,85.28
92.23,76.08
92.68,77.66
88.71,75.2
91.1,74.68
81.37,72.52
95.12,75.56
87.41,81.02
90.07,61.18
90.71,89.27
93.59,65.76
83.42,65.92
90.14,78.81
81.65,87.4
87.13,73.9
96.13,84.16
94.69,70.97
85.11,71.31
93.38,-0.09
80.93,82.21
89.78,89.41
96.61,71.71
94.39,-13.74
79.71,57.46
91.37,68.52
89.25,80.48
86.85,84.82
93.29,80.22
89.06,86.8
91.49,65.09
87.32,-117.55
95.66,48.45
91.2,76.62
92.67,83.07
95.94,61.53
78.96,82.52
88.56,82.18
79.81,83.55
87.43,76.92
90.28,62.67
92.5,93.64
86.81,77.83
86.35,79.69
92.42,39.03
88.76,51.63
93.26,79.12
71.37,92.67
89.31,80.02
95.55,77.13
92.89,88.78
88.99,85.66
94.51,55.04
93.38,91.96
91.29,82.18
84.14,89.86
96.01,65.6
93.26,79.58
87.22,88.67
85.76,85.61
93.85,56.5
82.02,61.23
92.93,79.59
92.11,89.24
84.02,87.43
88.96,81.1
84.82,85.36
91.56,48.08
93.21,78.35
88.94,90.6
86.04,67.99
95.84,79.76
95.81,87.48
92.43,73.39
93.81,87.89
90.49,76.08
93.37,85.63
97.03,81.38
85.15,89.04
95.29,73.95
87.1,77.0
89.31,52.11
92.1,72.87
85.7,91.59
96.52,38.32
84.52,70.45
89.99,20.3
92.45,74.99
83.72,80.21
79.99,84.62
89.63,83.9
90.11,67.36
94.21,81.38
84.39,71.61
79.67,84.87
91.52,78.67
90.22,36.15
85.08,71.22
91.44,80.74
85.61,42.99
88.32,68.31
84.33,78.77
88.46,76.08
82.59,74.28
83.51,61.99
93.39,68.78
87.04,54.36
86.66,81.14
92.81,91.09
85.8,54.83
84.7,65.54
80.8,84.89
91.76,79.93
90.03,87.56
87.38,93.49
85.02,82.67
90.67,79.52
89.54,84.16
92.66,88.46
85.41,90.46
92.48,89.14
95.3,44.06
92.43,63.31
82.08,89.14
95.15,85.1
89.95,61.32
86.82,75.32
95.15,45.2
89.28,83.7
87.57,91.49
88.9,93.6
88.93,84.24
87.84,87.32
93.68,92.3
79.8,78.9
85.55,74.22
86.47,90.84
91.53,82.12
92.89,93.38
90.54,56.01
88.78,65.95
87.84,68.93
92.24,52.38
91.24,81.62
89.31,69.45
97.32,86.68
91.23,77.68
88.97,96.22
87.6,79.63
90.36,76.9
93.93,84.85
84.29,72.85
82.47,77.93
94.15,66.47
88.44,72.63
87.58,87.23
91.94,71.21
93.76,83.33
78.55,68.89
86.67,86.98
85.17,69.84
91.81,80.95
91.32,77.5
92.69,78.32
88.37,44.74
92.83,91.15
90.19,88.64
86.43,82.36
88.63,82.8
86.71,87.68
90.92,70.76
90.21,84.77
87.36,56.72
92.69,76.93
93.41,77.93
91.71,76.81
87.48,75.12
79.3,84.3
86.31,78.11
90.2,-112.72
87.09,86.05
91.6,56.73
91.51,80.85
89.29,76.86
86.55,88.67
89.34,73.69
