P_Pre,P_Early,P_Mid,P_Late,Grow_T,Year,Year_sq
0.0,-0.4233110015340518,-0.2550075487600771,0.41733691529089834,0.0,42.504734943141095,0.001755744608169173
2.482501238749433,-0.6085662697300704,-0.24342742742604973,0.6718918104643536,137.69731835507534,38.52240321699128,0.0
-0.21770714211857334,0.01399996499351348,0.6202218971848873,0.30216283664056764,0.0,41.99216814829209,0.0
0.5785095597572578,0.3797633404620424,-0.24109089755144977,0.09908326185364998,-98.00961890231342,38.5263072780429,0.0024219015576204548
-0.0,-0.0,1.2390130431970783,-0.046881638508710154,66.21985856133922,42.85726782872822,0.0
-1.9706091076243406,0.0,0.8952791975094179,-1.2730030273554536,194.586510085562,31.508148345810863,1.551662220076889e-05
0.0,0.1626052638686817,0.8733112820630936,0.0,64.49468652120059,38.03415771425304,0.0
1.0477679730264504,0.0,-0.10992984580916142,0.080774893595787,290.46731319548974,32.41833896512286,0.0
-0.2529328905427698,0.3345152231804021,-0.31870195307113164,0.0,211.0032586772852,33.46719903124667,0.0
0.0,-1.723592504386543,-0.35445719349039134,0.5909667379032832,-253.71594114114802,45.94525157263765,0.0020243011938552236
3.5141885816535074,0.15725378928606054,0.0,0.25073504722544104,465.59396768664175,30.454623822784743,0.0
0.574598441601981,1.5387940592437457,-0.0,-0.8537722721030204,0.0,46.34179436465216,1.7314031419584644e-05
-0.2939133240697582,-0.023548985347966334,0.2902308833695093,1.1458908850528036,-0.0,44.43564347259114,0.0013193159073826208
0.0,-0.0,0.0,-0.6337722343002042,13.914472184871602,40.00846272703127,7.321281244967417e-07
0.6420369251232824,-1.1441288917352834,0.34026753475279775,0.32074459017085083,0.0,49.560702464113085,0.0
-0.19383698743164302,0.1656120715659487,0.9564879486092973,-1.4156077915935386,23.30283688179152,46.68698847436416,3.496369865757585e-05
-0.6077314716123958,0.42286941958594054,0.0,-0.29731193830257835,-0.0,44.30370353962691,0.0
2.195754518956356,0.0,2.1727272682114447,-0.1620391414480663,104.86512740762554,34.08666326516906,0.0
0.4946197427731331,-0.0,-0.03754043930639176,0.996969878833251,84.20676799655891,48.259942538661335,9.066318916190847e-06
-2.1722069364559724,-1.1660580502792484,0.6298349769962668,-0.0,129.37176665245622,30.08386774723722,0.000841655050956976
-0.027694473422808563,0.0,-0.15660538956260064,-0.21928676113477286,85.27429180518861,42.92269811771189,2.3769776425073847e-05
0.3980534836461951,0.0,-0.0,0.682078776418715,283.9834242093984,28.04058690700182,0.0
-0.6537051683271146,0.0,1.0634408534275144,-0.14525068335630506,-0.0,35.423990367307916,0.0
0.029225809928062264,0.0,0.2450277977676255,0.3732810726182656,53.11003654598101,44.20564706473226,6.302288340767787e-07
0.3723673419654335,0.22286239795733515,1.1975691426898216,-1.6178529524446426,144.45993329821093,41.88620139117667,0.0
-0.29746641786749667,-0.1231471354967755,0.3733000134889935,-0.5031324012138029,-0.0,40.60715181293047,0.00197790382959598
1.1399939842437523,-0.0,0.1038022970366977,0.4550705202757262,252.27652591466992,31.225705525146054,0.001255938669280815
-2.172251034705825,-0.2048157413612048,0.9883691803738496,0.17225797510958618,141.44159610782694,38.95297661279252,0.0
-0.0,0.01989076425229955,0.016177006288153453,0.4676756494499666,11.519428711433923,42.38748150412337,0.0
0.0,-0.11921655237162272,-0.0,-0.0,95.40281027326891,37.99749279828519,0.0011493066393609152
-0.10287300373728242,-0.49398691366888725,0.49387784589660766,0.18863434956391176,63.572363337949604,48.77903671711476,0.0
0.46142178647993215,0.738216352091859,-0.0,0.23609853191191313,-0.0,43.82934299910109,0.0014102618322070373
0.0,0.0,0.0,0.05556172512960842,305.73407364816615,26.779193505679398,0.0013707755313062536
0.0,-0.1820978803169212,-0.04788836570712048,0.0,0.0,29.079222154478106,0.0030971550519578147
-0.0,-0.0,0.9318278949354674,-0.49634084954363056,38.21510702021708,41.68715936711186,0.0
0.015803775882353238,-1.4799179550684545,0.004339986668581428,0.03413244842852292,-31.59902142686971,42.26312579125716,0.00289871418973231
0.5588882597152802,-1.015742228087274,2.280064099563118,0.6223908786591843,83.7183008010856,38.148321014419125,-0.0011874173972473109
1.9425845336983565,1.037703455352375,0.015666783752574548,1.2292555939580732,243.32129463308587,40.1353235472251,2.7456012297035765e-05
-0.05341939136561635,-0.0,0.07691763913927475,0.17529921289191402,142.34021584881714,42.325982375057976,0.0
0.9845415295597284,0.22031493382598274,0.3516213773600972,-0.6708385884786406,140.2340757558649,42.644386411331276,0.0
0.8552827693895002,-0.0,0.37787298151588655,-0.4816020068602687,0.0,44.66388968442725,1.3968766254991584e-05
-0.28224347636080704,-0.46961701903393177,1.0586594550785118,-1.0345968828238632,153.43362972082423,46.8396250956253,-0.002044291533020243
0.17343041825996403,0.006995394726633933,0.0,0.1410897290030677,10.862805062101774,34.62264242697558,0.002472104495060875
-0.0,1.3116576437948013,0.6783517554284466,-0.5937532652745179,-64.55184638605395,35.6938757037538,2.1441410025499546e-05
-0.10933502138485171,0.6246283740718078,-0.0,1.5365834382859325,179.17374811228063,38.96297687396518,3.4955137174837506e-06
-0.0,0.06686811560651797,-0.0,0.7063385828569018,-0.0,40.65625759683663,0.0015440359092754104
1.585128067575482,-0.5843039035529402,-0.0,0.611493281715125,0.0,40.48594751076343,0.002069706383666339
1.4780624135789397,0.1362172620216159,0.6029239454032851,0.6828174591877079,77.23153479220673,43.7602921855948,4.1312607068373354e-05
0.0,-0.0,1.2083259833136504,-2.336012696424762,111.17217097242454,39.21802469945435,0.0
0.562463883618931,-0.8949427529174668,0.6299278199606022,-0.003811798677256657,-357.9472895315304,60.99187022058341,2.7309375387319728e-05
-0.43943943438480165,0.0,0.0,0.14222947893304916,9.869301213645372,48.52189864834751,3.5095625792599085e-05
-0.0,-0.0,0.2443457041405902,0.3622590650363296,170.6477975995332,38.167995063453915,0.0
1.634717014487196,1.3256959090189036,0.9296593394192777,0.09331925580994205,351.84343684756544,29.14642074577295,0.0
1.547145654630283,-0.911171247642661,0.8955846414404145,0.9837470567360486,161.7276276792276,51.7530232057799,-0.003227912544889
0.75432989357073,0.4124976128613061,0.1556156472576733,0.8741110592230166,0.0,43.545999452431836,0.0
-0.055813661723463935,0.17284637472923103,0.0,-0.0,90.9455171972967,40.78058440677008,1.0596315707716896e-05
-1.0709019355483629,-0.4324851096977825,-0.4324582334212111,1.5306905336079144,-240.48896323271273,51.329776348838806,1.7015681616637395e-05
-0.427712759075442,-0.0,0.0,0.0,0.0,40.142501210230044,0.0
0.0,0.0,0.35236345367461336,-1.1031917048484288,-0.0,30.984720771835235,0.0023325738560366375
-0.0,0.0,-1.8043508946725835,1.8333682180515758,23.034603772354117,40.074079092047235,0.0011469748874404857
-0.5323028263562878,0.09825193613950667,0.0,0.790670739733848,-0.0,37.983893792631626,0.0
0.38514479751560615,0.15594991532048905,-0.3021448775161954,0.5941609483906618,0.0,47.27913553617377,1.2570465652805904e-05
0.7447669646837932,0.0,0.7594337774080311,0.3242364360019895,-162.6610217723592,59.244890767306565,3.02173471010094e-05
1.6018228980150027,-0.7405814378108242,0.6767721081719533,-0.0003590812368363352,-0.0,45.17545295178538,0.0
0.2822849777785674,-0.2522034961774413,0.0,1.3355218111255516,-0.0,46.53452934522804,0.0016265383080632878
-0.14537242515711937,1.1100324234944123,0.0992082164143178,0.745896199686504,62.741732123822,46.70271192585485,0.0
0.6921945785079794,0.10032084141485456,-0.07491822418644228,0.9044623607008881,0.0,48.76488258702093,0.0
0.0,-0.3032766201944423,0.4192650796873018,-0.0,16.635268582960187,53.45721964321194,0.0
