Train,Test
87.92,31.7
83.37,56.23
71.42,10.89
83.48,72.82
81.49,32.32
91.1,61.25
84.4,34.15
77.39,74.16
75.03,21.69
82.71,68.47
69.49,44.11
88.05,43.76
87.1,4.02
89.63,22.84
77.89,73.95
82.08,74.19
83.01,44.5
79.27,62.69
65.0,49.32
84.27,81.09
77.49,64.2
69.31,13.29
76.58,48.4
66.75,78.15
90.33,67.12
80.37,18.67
80.03,61.94
82.56,69.91
88.76,16.73
84.75,77.57
82.02,78.04
81.61,-6.56
80.21,47.09
91.48,63.83
81.07,38.51
82.53,69.17
77.29,86.37
81.85,78.37
83.18,54.4
81.76,49.82
73.92,72.39
71.55,65.98
75.33,36.61
82.36,61.43
87.26,70.22
75.21,48.73
88.77,22.37
75.01,54.73
72.14,-5.02
81.81,79.41
77.55,24.65
81.44,70.39
82.26,84.05
89.56,-0.3
64.6,71.1
74.09,46.28
81.05,79.85
77.02,36.02
84.9,58.64
86.28,78.2
75.18,71.81
73.8,77.71
70.51,56.22
81.31,80.99
64.46,43.78
76.95,36.81
64.31,80.15
80.23,52.32
73.59,61.92
83.54,59.13
83.1,78.67
76.21,64.18
80.75,24.33
69.1,53.43
89.13,71.34
85.41,67.28
65.3,6.94
77.23,23.85
76.49,11.25
78.85,65.16
78.22,30.45
67.72,60.92
69.17,52.25
88.04,71.36
72.42,59.72
86.56,77.47
69.3,16.24
83.33,-17.53
82.54,53.45
85.27,56.18
73.52,72.03
88.64,45.69
76.4,60.81
73.15,65.78
76.07,60.28
77.55,56.75
84.94,78.2
58.76,25.68
84.9,54.63
77.33,76.79
86.14,61.4
74.91,54.18
83.03,8.4
81.87,56.12
71.69,-31.07
82.7,65.12
70.91,72.81
90.0,40.88
79.92,25.02
80.46,54.88
79.46,50.54
88.82,81.69
78.78,26.16
84.66,58.4
78.7,31.37
81.08,64.43
76.23,87.99
86.33,50.41
75.58,69.2
86.14,-15.11
73.99,50.02
88.73,37.02
89.4,66.92
86.31,69.16
86.92,90.04
65.4,59.97
87.52,44.79
83.4,36.28
81.4,64.4
82.86,47.32
73.89,70.14
69.84,67.42
83.08,53.28
84.6,50.6
50.35,39.63
78.63,65.9
80.01,77.35
80.08,47.95
61.64,64.23
87.92,57.38
72.98,68.79
91.34,67.35
89.61,-302.96
69.91,77.74
86.29,53.58
82.81,79.34
82.8,76.8
74.83,50.72
86.94,24.12
81.75,52.47
84.73,-103.28
71.75,69.73
86.92,26.88
91.53,67.89
67.0,44.72
78.58,25.65
78.58,51.7
79.71,-48.83
69.44,2.3
71.52,42.46
68.78,31.76
80.18,73.01
84.42,80.04
75.35,62.37
92.81,77.8
77.66,75.3
63.77,64.23
79.18,78.96
83.8,54.1
81.45,79.36
92.76,82.08
72.98,68.45
80.2,21.68
78.1,88.79
89.57,62.33
87.04,38.31
88.6,63.56
83.21,57.39
89.07,45.38
84.29,45.5
83.26,12.51
76.46,38.56
76.21,48.06
83.49,66.77
72.42,24.86
87.22,86.83
83.94,66.78
88.56,19.7
86.58,13.69
85.46,72.78
72.61,85.8
86.3,69.99
79.63,54.3
88.97,38.43
80.81,77.07
87.33,66.95
82.28,23.06
84.1,88.55
70.89,29.8
73.86,64.68
71.48,-34.07
84.59,79.39
84.55,43.22
86.52,62.76
68.31,71.56
73.85,70.03
74.63,77.48
78.96,57.79
82.32,45.0
82.66,78.55
67.45,-65.05
76.69,40.82
79.29,78.01
73.74,42.98
75.01,54.25
89.58,58.19
76.96,75.5
88.28,-12.08
88.77,75.41
70.56,82.59
80.35,48.71
75.59,42.05
68.35,53.07
81.28,54.4
78.1,32.54
89.07,-43.72
87.17,74.93
79.13,61.59
88.68,-125.94
91.54,17.31
84.74,72.33
66.22,69.46
83.02,59.78
85.78,49.44
83.19,38.8
71.35,56.59
78.58,89.54
73.82,65.94
85.76,-9.89
78.79,78.06
78.93,54.24
79.46,90.89
75.12,67.06
89.26,88.65
77.41,30.6
80.97,32.94
86.03,74.5
74.87,31.6
93.12,62.3
80.54,86.29
75.85,49.58
89.87,60.18
74.66,70.34
77.83,58.38
77.62,82.22
88.98,31.45
77.91,58.16
80.58,53.89
87.84,64.47
62.26,26.24
78.42,48.34
85.94,60.06
72.39,59.13
81.35,8.32
77.56,49.0
85.06,66.47
80.5,54.36
82.65,73.05
72.84,38.32
56.16,58.59
83.11,-5.71
72.72,0.33
69.76,35.65
71.51,12.38
68.04,23.99
64.82,60.13
80.9,69.93
84.82,20.24
78.75,69.44
78.84,67.66
90.83,28.88
76.2,64.96
83.28,70.75
85.31,74.81
80.51,42.19
91.91,73.93
80.11,75.68
81.24,68.67
82.6,62.2
71.95,67.72
66.79,68.0
83.87,54.32
73.25,59.68
83.51,47.28
87.11,25.3
87.85,70.92
79.5,82.0
76.26,53.2
82.27,75.51
79.04,-11.34
76.59,-6.24
83.54,51.74
90.17,78.44
75.48,71.81
85.5,79.07
82.27,74.46
78.53,83.27
84.05,79.81
88.02,67.34
86.88,49.96
76.88,41.75
87.39,39.78
79.6,43.11
73.62,53.36
89.22,22.82
72.1,21.62
86.83,65.34
83.28,56.05
76.19,62.29
82.67,52.44
83.34,52.73
72.12,53.98
69.76,47.82
81.7,38.15
62.17,65.33
77.63,89.21
73.76,38.05
82.45,32.24
81.85,58.5
83.75,7.0
69.05,90.42
60.08,78.98
78.63,72.75
79.47,58.34
79.96,34.21
69.68,70.55
81.43,78.92
75.31,26.79
80.34,64.6
67.71,43.68
84.13,63.62
77.61,92.23
80.0,48.37
65.99,63.78
85.52,77.58
83.36,3.75
78.4,48.1
85.55,60.76
78.45,35.08
82.46,60.79
81.67,71.54
78.53,65.35
85.71,40.17
78.09,3.7
81.34,64.07
68.45,47.47
83.65,48.45
74.67,58.91
88.15,62.17
82.9,70.04
74.77,60.44
77.56,-3.4
78.99,81.31
86.24,86.29
86.7,73.09
66.32,70.47
94.74,25.15
89.94,64.82
73.32,66.52
82.48,-5.62
76.95,24.98
71.68,71.14
85.07,50.66
93.11,-11.5
82.17,32.17
73.89,45.85
71.9,60.41
81.31,86.93
76.48,59.26
72.2,69.29
75.87,77.97
82.0,73.19
88.29,66.81
90.12,69.66
82.79,58.58
82.41,82.02
88.59,61.21
82.98,-87.32
74.59,88.74
83.08,73.68
76.46,73.59
85.63,21.77
85.49,14.36
75.68,74.45
71.42,74.0
85.84,52.22
82.69,30.48
82.97,-27.63
74.73,40.54
78.86,64.61
79.27,53.52
74.17,69.9
82.63,15.1
79.67,67.11
74.18,80.84
87.88,49.09
89.07,92.55
68.39,56.01
86.03,63.66
84.65,46.57
76.65,-3.02
86.79,-65.18
87.53,46.62
81.79,11.6
86.61,38.65
66.24,85.4
80.87,36.13
66.76,74.18
75.39,58.32
72.58,57.17
77.75,59.36
70.04,58.03
81.88,20.64
83.57,48.73
86.51,77.08
76.12,58.27
78.93,43.54
75.85,14.41
83.87,63.94
73.79,67.5
78.19,44.67
87.59,29.14
77.32,-11.73
82.0,89.93
79.18,74.66
78.67,88.64
88.68,-37.85
83.69,-4.01
82.01,80.71
73.45,37.06
81.74,46.1
68.98,67.02
76.96,73.64
86.89,46.68
77.49,61.78
77.5,67.88
80.38,84.54
80.19,30.58
71.4,55.17
86.47,-12.49
61.15,70.84
71.7,79.09
73.54,53.7
75.94,77.62
91.79,48.94
91.09,22.18
85.58,78.13
72.92,49.06
79.54,64.13
84.56,78.72
81.37,58.23
68.2,42.17
66.16,50.1
79.08,59.06
91.51,75.56
