Train,Test
90.15,-10.01
83.14,32.74
82.52,34.54
92.16,59.1
84.11,66.14
82.18,54.09
86.06,56.37
84.08,71.6
81.06,40.55
80.14,71.81
86.45,-56.22
73.71,34.73
85.8,72.32
77.25,63.81
79.07,55.26
82.49,25.05
75.13,68.24
77.56,78.06
88.39,81.93
82.6,74.23
91.8,85.2
79.57,30.33
86.09,6.95
85.26,60.16
82.01,78.73
76.08,68.69
71.32,75.44
85.58,54.21
77.69,63.95
87.75,15.08
77.74,82.44
93.84,41.17
76.61,17.62
85.31,22.27
81.71,71.47
80.99,19.26
77.53,66.67
86.81,73.22
77.14,20.93
70.62,63.84
84.07,70.95
79.49,56.85
84.24,74.1
92.26,-40.96
90.94,58.82
89.37,47.34
84.47,53.95
78.32,59.34
84.2,62.24
87.59,60.22
86.48,83.67
78.55,50.6
68.77,57.6
80.88,77.07
72.43,51.76
83.08,65.61
78.75,75.88
84.33,50.18
79.25,34.08
77.09,67.15
81.3,50.9
83.87,73.25
86.47,57.66
79.52,74.51
73.85,-1.69
79.76,64.87
79.21,78.13
88.58,74.48
73.57,89.42
73.4,55.85
85.88,72.1
85.67,51.93
83.4,63.14
84.14,58.85
90.2,33.8
76.28,73.7
79.86,53.84
86.73,57.39
80.96,58.35
84.49,82.33
86.23,76.09
88.18,68.96
75.02,84.96
78.72,80.55
90.67,66.66
82.06,39.9
77.23,85.86
71.84,88.52
89.26,5.87
78.99,67.11
88.87,87.18
65.8,25.6
