Intercept
-111419.78749049982
-110816.60324333515
-121792.58845040039
-119834.62764715822
-122895.06806876636
-119529.44127806548
-105069.8657823632
-136926.42906330284
-125942.84059092883
-120177.04618777108
-111848.53849061498
-114454.59240698116
-121093.5737523175
-127358.05642884824
-119478.55411343962
-127732.90737539221
-121137.99678504032
-116790.17582624611
-100907.71708940102
-115244.01942839671
-137853.32028215608
-129952.19889496655
-129825.83673647093
-122085.06436926061
-153719.50488918019
-119543.04379779357
-127152.46644385102
-123183.31900346576
-106886.03738384749
-121084.61575257975
-106091.55828424952
-114670.80679564417
-117644.86705356752
-111275.47524575623
-118786.5342932732
-129196.7937180045
-118981.21079155713
-128621.22921736706
-121205.83887234818
-126520.19757401981
-120160.31687500708
-112624.28053618566
-138093.41708906577
-118639.42801469633
-104495.62633898304
-105473.68050602231
-140694.15416559545
-129964.60539576125
-142871.49274943795
-130361.57874745116
-137996.72496236884
-127602.76481073012
-133001.2018116191
-98017.44616576492
-121197.18191819453
-116401.15209405455
-116577.57096596982
-134120.94076876645
-108907.2037044982
-114007.76413070527
-103305.57375863544
-115690.73186222742
-123250.76082596162
-138182.16467931904
-131651.83223166948
-119380.29192490783
-112380.07879659692
-124285.65774643804
-116216.09115975938
-121804.87261766389
-114339.43313724188
-103131.84771343647
-119556.63799857133
-121235.43380981694
-123489.69126545022
-129578.45986021361
-119477.8345931921
-115808.42200312564
-114873.0003200921
-101978.88321978501
-108549.0730354732
-111733.70788884468
-126578.72032446029
-118566.05335184338
-108910.66831960666
-135229.85790429014
-119341.0399267324
-108997.7190274986
-119909.60858052164
-113909.12777263834
-125949.76385871595
-119225.91367776756
-105489.61008230901
-110636.6951651853
-144030.07998008883
-101987.48482717965
-112251.37001492975
-120052.76589350213
-111190.27236747766
-130037.65224444587
-119981.71568354676
-127541.43531649734
-119669.84193026446
-118780.33926721515
-129250.44854599962
-135168.63257745412
-158486.4414364108
-119928.73731184326
-119324.43533997264
-106708.30502499854
-102642.6644014499
-110656.18488373357
-119186.95025630272
-110841.53126347496
-99935.29870754383
-114855.03543065442
-128555.4606505371
-144512.60179160477
-120688.90093578096
-137480.92565779664
-128150.32575440579
-142860.80182670767
-100334.27226462001
-126470.14754146169
-106063.6916359485
-124746.74656563105
-116063.47978417591
-112348.89887391347
-114730.75943264767
-108417.69175584691
-108600.79303022561
-123761.1532761833
-108715.81292262362
-126460.74623415852
-122109.22457536918
-128845.27544256437
-124686.8820640791
-107181.9733092779
-112266.44079224576
-110670.15836373778
-97893.82899506604
-127314.68328503182
-115926.97650839595
-113207.33563815676
-115474.20871996785
-121294.99914432777
-124975.53924019622
-157899.46830710443
-125100.46571000299
-120284.97170949203
-111691.92126290532
-129616.66451600546
-144576.58423326776
-118822.17302980076
-116254.33921042075
-116181.08228477837
-109407.6741358216
-90214.2303001081
-111518.10465684488
-112169.58567108783
-124794.06024173283
-125515.61167991893
-132368.4834390051
-121517.59159748371
-112725.11291197223
-120440.40345000617
-145110.8858005653
-127800.03051888553
-113285.57457896427
-132509.74986524624
-122319.69811794968
-154354.13323795763
-121015.60067128067
-124373.07037878127
-109697.18466206797
-118914.57154451786
-116293.5149504147
-123175.56960681039
-123654.52506872948
-116843.18933674265
-112892.4363931539
-127213.54674318453
-127329.2719754051
-113851.1987092841
-102857.05739477379
-119204.7265550862
-129818.27135132482
-121613.34537250934
-118131.31189963342
-125066.65534456196
-140570.41413017764
-117687.00292041946
-132501.07027680625
-110931.82415285663
-116447.44354527042
-106564.00029365683
-106905.77356234605
-136020.56362447908
-116249.91430590345
-132054.2542417239
-114914.54543835635
-116322.98483577718
-132537.1177513952
-121840.60885093463
-134007.86149685018
-117246.31529276595
-116034.02442919026
-126956.80043915784
-106293.07416896164
-141481.0701003937
-134386.47346689628
-110123.22733099699
-122679.73417496875
-134062.04845427282
-114962.91815808255
-143416.76981309
-127554.58802539157
-116626.09566071728
-98525.47909938764
-139929.6062063048
-110625.27270376994
-123302.27589455075
-106317.84224808775
-114591.95034529825
-114220.66300204153
-116305.97067870745
-113431.95172745273
-123923.53683549608
-130412.4744660555
-149721.93225188824
-123302.5890145533
-139698.58072481147
-140177.78703127766
-127296.26461892144
-110657.24494078766
-116458.14238396712
-120330.35435674728
-99035.53592414239
-116554.63981024611
-117313.94568750857
-112598.52937129703
-126271.16958822282
-133079.68600434606
-109773.21334369584
-116015.14578614355
-119101.53008555775
-126325.18002425192
-127436.71736209269
-116669.98163145309
-138191.60314025084
-130030.95527771
-123198.2561484871
-134063.69744361241
-136331.78530943862
-142627.397134648
-119860.0516197766
-126562.24464351714
-112141.91453264945
-126955.69133250354
-135803.13430203783
-103578.06195708513
-113016.00126284848
-117415.14382297933
-114223.35351520986
-109500.81235229173
-108416.98236388182
-118716.56715785792
-142001.12120266253
-146576.7978225872
-142365.45196706426
-136247.30126016936
-116969.54310950427
-118320.32264095459
-101563.76225499406
-123202.89514185244
-102317.62181478567
-104721.44029632234
-119822.75183379298
-131567.3126062385
-120348.57472950866
-117807.6728877701
-126869.42008598831
-123184.81080572544
-115047.26335893026
-121384.9530018302
-119151.94280446917
-118130.10589442585
-118853.67694559161
-116176.49623212188
-128235.03053555512
-123730.31552310502
-121128.9234488353
-119285.61691759559
-147924.53164222752
-111844.19370541131
-126136.31321524188
-123554.18761581104
-105959.03597280271
-115860.94790409532
-151519.43274738223
-94344.246582405
-124034.71386557691
-132073.72875049632
-115296.20567631863
-119267.19214079778
-113243.02211268547
-117756.43614501222
-105476.64521025307
-117317.10731019128
-135102.69199091187
-116278.02814477931
-126579.62410302453
-115851.81641149144
-127995.8198778767
-115140.64372805037
-122547.07920801337
-107139.56178261492
-117997.60843873901
-110483.52684046791
-123278.56934995878
-142551.57845944277
-120803.9820902466
-117991.45013582511
-135296.8306835598
-103188.17939692951
-114574.45514091084
-112866.01594798884
-134310.3530693213
-112495.52499416527
-108125.46887151546
-137742.32518445482
-113881.28597407823
-123320.59615578165
-123175.50915357015
-107998.78591518695
-123522.17592374857
-135637.8803004501
-108305.66821101621
-122276.84181889254
-124623.0633543574
-133877.37768067204
-121603.54103591577
-128499.04087137828
-103391.77974280513
-109229.28318652627
-115602.93298864485
-137014.66413079653
-127223.21991908753
-119675.70943371361
-110111.30988559808
-130492.12709138864
-107501.85349178832
-107647.52233234004
-128126.0045820556
-122603.53981757583
-99693.95427874918
-98823.4908150635
-104674.7962679077
-116381.07701674539
-108209.489720145
-129765.76487534257
-132121.0069641699
-107335.98742745552
-119389.13476250359
-126053.52966038308
-100186.08647413558
-126062.66935503285
-96403.87745694276
-103713.08509991941
-121581.59227737851
-111740.50155048887
-124369.44080045538
-137432.79517366795
-126067.80224500476
-122947.83865590082
-113856.32856127727
-142803.40215269654
-124599.62656142213
-114392.12626011418
-135275.46273277636
-121334.14315343447
-119736.90733405022
-108137.3677100755
-128340.39474939778
-147317.45630629786
-128616.97466147211
-116740.49075343217
-120908.38858270923
-116958.22509148024
-116538.18673926243
-120912.19675573516
-115373.13003174358
-124454.7375821253
-102358.63753360359
-113649.22088633364
-125861.03187427089
-118363.70424240475
-119410.48623825361
-131551.23930024361
-125133.85930827369
-120677.131942895
-115321.12062905151
-149033.7373099621
-124885.01347168631
-119473.63857970436
-148539.24317462233
-130288.57552076886
-112862.02038667735
-114896.67998640281
-123302.4982599121
-110895.95439284013
-97732.67035240924
-125198.10927445619
-132665.41961779157
-107588.07301815572
-128260.45074287655
-109881.18045263733
-100114.22156302973
-128329.09842347202
-141054.3709413081
-131602.29430206743
-130937.04970142791
-144957.22456311685
-106323.66385132838
-102535.40332710347
-113594.40808048217
-126188.36828463424
-108059.43769656577
-103798.072994871
-133694.7142474836
-130338.46190308259
-113820.89624208679
-109690.79355696443
-130385.67304751936
-119032.23115793343
-119336.75948100603
-107063.3514986817
-112323.50416528762
-113725.74130527987
-121215.48546243783
-137546.27029507258
-128191.5727276854
-102051.67816855626
-121231.69993408993
-95804.67708050169
-123168.35996936788
-112199.10747408427
-115210.62986472234
-125265.5933053568
-108923.68145078678
-130612.19990842346
-112713.06013686203
-128649.3991100317
-135161.46663285122
-99214.12201916508
-165888.84889357068
-110361.71620770053
-109126.1508926611
-120081.68984613831
-126036.08370277117
-135858.39385888798
-124985.3342702092
-139605.2615931544
-97782.70857760873
-103308.41063474088
-130485.77217879076
-132976.90004917563
-119233.23050933829
-109599.83810852138
-129872.54206764698
-107671.37154076969
-134192.67786076554
-129937.02614125877
-123496.15688199265
-132770.25798928147
-119322.07563493044
-120410.89576263013
-113293.40772225158
-113323.21029897186
-109179.18143592801
-109202.318918872
-124256.23081150235
-126039.82235503364
-125187.95734664156
-124634.23324651565
-121602.62302610374
-126911.41367958036
-122045.98483816104
-115560.64902841292
-114045.9038492281
-122753.6612070167
-121445.13879434507
-126572.02094590287
-136220.9819731552
-123066.62285934998
-134451.9945786176
-114008.33452358757
-115100.14629024848
-98344.22024411988
-117578.28917808368
-125460.40445999725
-103820.2364108516
-146759.34067635308
-115061.27167309567
-106784.31319379124
-137806.6227240518
-111439.81493946498
-111594.70157327439
-136642.1267573765
-114051.44244208484
-126068.1087073228
-110169.58981909545
-116096.44021051547
-149149.12272743694
-117422.31120500363
-134486.42146248696
-141087.18657187617
-132983.51482865648
-137783.68888414174
-109393.22214945035
-115942.41951904717
-130156.95254238372
-133225.80662618924
-119679.84969988023
-106500.8806504672
-116738.20776117306
-135351.53178893254
-108881.57030250004
-107771.5234606836
-118811.66067495561
-125692.09741528468
-113808.91512624876
-131368.80037973548
-124180.45054124684
-122263.83816266022
-107421.16477418377
-147085.957236761
-149965.85437088774
-113175.95106932522
-112790.06393271896
-115965.38536388296
-120941.7751580611
-117476.21078104427
-125107.01916410097
-120048.46332814665
-124004.80316845323
-117097.5015396638
-121886.71367287665
