Train,Test
93.33,81.29
92.14,83.8
87.11,75.69
93.69,75.78
93.18,86.12
92.77,86.05
94.35,91.21
93.46,91.19
94.35,88.81
94.69,73.17
95.68,83.4
95.39,70.37
97.0,90.32
94.91,92.91
95.47,93.15
94.52,86.42
94.82,95.7
88.04,85.18
90.01,93.98
92.55,89.93
96.5,85.75
92.88,86.41
89.22,87.88
93.37,87.12
97.91,95.92
96.54,93.47
92.06,96.85
90.41,91.03
95.88,90.74
93.38,89.13
90.26,95.12
95.15,96.05
95.89,91.89
92.09,82.49
96.83,86.33
92.56,84.52
93.17,76.24
94.57,92.64
94.44,91.01
91.06,81.23
89.97,87.45
87.43,92.69
90.92,90.98
93.69,79.36
90.72,76.97
93.7,96.26
95.93,87.28
93.99,94.09
94.57,90.86
95.47,90.57
95.74,54.32
95.15,95.66
91.9,92.96
90.71,93.35
95.85,89.42
86.41,94.81
95.57,95.78
92.16,93.39
87.76,74.36
91.39,93.13
95.1,80.86
95.64,94.17
95.28,73.52
89.52,90.99
94.67,78.64
94.2,87.61
89.63,85.7
90.39,93.26
95.67,88.54
93.95,86.2
92.37,84.08
97.52,93.0
94.38,89.75
91.65,56.26
96.28,92.29
93.44,94.52
93.88,77.15
96.21,82.85
96.6,87.55
96.81,68.68
96.42,87.1
93.93,90.95
95.49,75.12
93.67,78.44
93.88,90.52
86.87,90.01
92.26,79.02
94.86,86.29
96.89,43.29
95.32,86.82
92.25,92.57
94.85,94.23
96.35,89.51
95.42,80.05
93.71,87.36
92.65,89.22
87.66,96.19
93.37,77.55
91.72,86.43
94.56,88.27
94.7,94.87
91.41,87.13
97.74,95.62
93.39,92.24
95.76,75.78
91.58,90.18
89.35,90.21
95.17,92.53
93.43,88.4
94.78,93.9
93.81,81.4
91.99,97.62
87.39,90.96
91.26,96.92
92.76,68.56
90.48,93.31
93.18,95.4
94.49,95.57
96.21,76.37
89.8,87.55
94.14,93.45
87.04,89.94
93.51,72.99
95.73,95.57
93.06,79.52
90.46,81.49
96.21,86.14
94.99,49.38
89.62,80.72
91.95,86.35
94.69,73.59
92.6,77.28
93.49,84.83
91.34,85.48
93.91,90.88
89.5,85.49
93.58,95.75
92.81,87.77
93.53,91.15
94.0,81.16
93.35,84.73
96.78,92.32
94.96,91.36
91.9,90.73
94.22,45.11
96.78,86.94
92.78,89.54
93.92,93.01
94.51,93.09
93.7,91.69
93.26,85.96
93.89,86.04
94.13,59.77
98.06,94.52
92.17,95.87
91.09,85.28
93.46,94.52
94.83,54.89
92.46,76.11
94.76,79.23
94.83,87.21
94.06,81.35
91.51,97.34
96.28,92.42
92.87,92.49
95.53,94.31
95.33,87.85
90.56,90.51
95.03,89.79
94.6,93.29
97.44,95.35
91.81,88.27
95.17,82.76
95.37,80.27
94.41,84.12
93.42,88.75
94.34,82.49
92.75,87.33
90.18,78.44
95.5,90.39
94.51,74.53
90.93,93.24
95.09,89.2
91.97,74.86
95.23,64.58
95.04,63.8
94.47,83.03
91.16,90.92
94.17,82.33
90.3,92.9
97.01,85.61
94.08,95.12
97.18,90.11
94.24,91.62
93.71,89.52
93.13,94.46
92.96,89.69
94.3,81.14
91.71,80.53
96.54,69.29
93.19,74.17
92.54,84.3
93.58,89.47
93.46,96.39
96.94,95.38
95.36,90.88
91.1,92.15
95.86,72.78
92.14,82.17
95.22,95.86
95.24,89.35
94.2,86.95
92.46,86.48
92.06,90.23
87.55,81.96
94.29,82.32
92.71,66.69
91.26,85.94
96.55,92.28
95.76,84.71
88.6,86.17
92.14,84.49
97.12,88.45
96.45,81.23
95.27,91.12
91.96,94.67
92.9,96.86
96.07,83.32
95.67,82.97
95.62,76.65
92.97,86.64
88.77,79.71
94.78,57.83
91.82,84.74
95.59,88.36
92.7,87.02
90.91,86.03
91.87,87.39
92.78,91.34
94.25,92.64
94.15,93.68
93.15,96.45
93.39,87.55
90.93,77.9
94.93,90.09
93.44,91.87
88.97,81.95
95.06,90.21
92.58,90.74
96.6,60.76
94.27,85.91
93.44,89.98
93.56,89.22
94.54,93.82
96.84,73.03
94.26,81.49
93.17,88.11
94.12,87.8
90.71,86.88
95.05,94.04
94.28,90.62
98.12,87.51
96.59,94.99
95.02,94.73
94.62,74.18
94.08,72.03
95.21,90.16
95.8,95.59
95.6,89.05
94.3,93.05
94.53,92.84
98.81,90.35
90.11,94.27
95.19,92.74
89.8,82.06
94.35,93.82
91.88,70.16
95.3,95.66
91.56,80.49
91.76,89.48
95.08,90.44
94.91,87.02
95.18,75.53
93.94,88.12
97.43,70.82
96.74,44.65
94.74,94.88
94.83,88.11
95.32,82.63
97.46,80.24
96.86,87.51
89.4,77.83
96.03,85.53
95.22,90.28
87.62,93.89
95.37,89.57
92.61,78.66
91.6,90.83
94.73,79.6
91.49,76.75
95.03,83.76
94.8,91.62
93.81,92.75
96.1,78.55
91.37,89.19
92.38,83.23
95.96,89.38
90.23,86.75
90.63,83.5
95.36,79.31
94.24,90.86
93.57,83.3
93.62,71.3
91.04,95.23
95.0,94.97
95.7,93.09
94.59,91.24
90.57,83.76
95.41,89.42
89.46,88.78
88.85,89.2
94.85,35.98
88.97,87.39
94.41,77.64
94.38,55.14
94.28,94.87
94.46,80.98
93.6,87.72
92.9,94.82
94.58,88.77
92.28,80.96
97.33,84.49
93.08,86.92
96.24,90.01
87.46,81.5
95.1,78.63
94.85,84.85
95.92,85.88
91.07,86.88
97.19,83.77
93.72,92.09
95.84,91.69
92.96,87.97
92.57,86.86
93.4,85.5
95.19,93.64
88.59,87.73
95.49,69.35
97.36,76.39
91.72,85.52
94.28,89.05
93.56,89.57
89.47,73.61
93.01,93.37
93.91,92.33
93.4,70.54
95.92,84.11
95.55,82.3
97.04,87.73
92.08,93.95
94.75,90.94
95.16,80.22
93.99,88.22
96.56,87.49
91.88,91.33
95.02,87.41
88.56,75.57
97.81,91.58
93.85,69.93
94.37,80.58
96.47,93.37
95.7,75.28
93.82,27.35
96.61,86.4
94.53,55.96
96.51,85.68
92.79,84.99
93.44,93.59
88.38,88.42
96.05,86.41
94.28,89.08
93.73,88.61
95.96,80.73
91.9,86.39
94.27,82.79
94.41,95.03
94.57,94.01
94.37,92.71
96.21,89.99
93.22,92.56
90.09,89.65
90.46,95.32
87.64,71.18
93.5,87.26
90.54,91.49
97.52,94.49
94.24,90.77
94.69,82.9
93.61,89.82
93.62,53.7
91.31,73.58
92.39,95.24
91.88,90.11
93.41,95.9
88.99,72.27
93.9,91.19
94.84,89.03
93.5,89.81
91.15,78.59
93.4,87.66
95.5,80.36
91.98,95.58
96.97,91.71
95.46,90.33
97.34,89.79
92.89,90.14
92.8,91.92
97.37,90.01
93.75,67.6
93.44,89.87
93.93,82.08
93.48,91.5
93.77,90.19
95.08,92.07
96.66,88.82
86.32,84.27
95.47,88.01
94.87,90.9
93.95,90.02
94.82,93.86
90.83,89.2
90.79,86.53
95.97,79.23
93.34,88.36
92.53,87.88
92.78,91.22
95.51,95.3
94.03,79.22
92.87,87.13
91.16,96.76
93.49,40.74
92.58,92.32
91.73,87.47
91.21,87.6
93.95,83.44
98.41,68.03
91.45,89.36
94.14,89.15
91.94,90.53
94.9,80.37
91.24,90.35
93.24,80.37
94.17,91.38
96.95,91.27
95.21,88.05
94.37,91.51
89.05,96.07
95.76,77.3
96.62,65.03
96.16,92.66
88.52,84.65
92.85,93.85
91.99,89.71
93.48,90.42
93.56,88.78
92.21,81.25
95.53,85.58
92.7,72.41
97.02,94.85
90.58,91.31
91.11,83.91
95.49,81.08
97.66,85.63
91.88,48.46
91.84,94.18
97.28,92.21
90.22,89.5
94.7,53.84
93.73,77.96
95.15,80.46
94.86,95.82
94.64,96.33
94.88,88.91
98.43,92.43
95.23,82.02
89.36,91.81
94.67,94.64
95.06,84.38
90.89,91.17
91.48,92.05
97.04,48.23
94.16,62.82
95.23,84.34
95.31,90.55
93.23,79.21
94.21,90.64
95.29,39.91
92.11,89.14
93.1,87.89
93.81,87.87
96.59,87.27
93.61,84.3
95.13,92.71
94.07,88.76
93.28,88.64
95.35,89.06
91.74,88.44
92.29,91.53
89.44,78.98
94.56,89.04
95.77,88.36
92.58,97.19
95.03,91.04
93.98,82.85
90.09,90.77
93.44,80.49
90.78,84.02
96.32,90.65
93.44,93.14
91.22,92.18
93.45,88.61
96.38,90.41
95.32,87.46
92.38,89.53
94.39,89.96
94.68,91.94
94.46,86.62
92.7,87.42
91.26,89.75
94.85,88.87
97.33,76.78
92.85,93.39
95.69,90.27
95.2,96.62
92.44,92.96
94.62,95.82
94.72,84.94
97.45,78.59
91.31,74.28
93.33,95.67
91.65,88.48
93.64,87.05
96.89,89.52
96.27,77.15
96.74,94.31
95.83,82.07
89.88,87.08
94.62,87.78
94.92,81.19
93.37,92.7
95.58,89.01
92.27,86.03
95.81,91.91
92.39,89.75
93.81,87.73
93.37,94.45
93.87,84.68
96.56,90.91
94.91,84.78
94.53,87.61
92.06,89.5
95.05,-34.49
95.37,81.04
89.24,91.83
93.54,84.23
94.28,91.33
92.15,91.86
96.21,92.31
88.02,93.57
92.84,91.46
97.2,72.14
92.77,83.92
92.14,85.85
97.2,96.06
96.74,90.19
96.21,92.72
92.92,94.8
95.66,84.16
93.12,92.98
90.99,78.45
96.54,71.96
91.03,95.25
87.3,88.01
96.56,86.84
90.38,89.1
93.66,86.17
93.53,94.73
95.1,94.31
88.68,90.79
97.22,87.46
93.8,90.82
92.33,93.39
96.58,80.04
95.82,91.08
96.83,61.31
93.7,88.63
95.89,92.69
91.82,84.53
93.83,91.65
92.36,84.78
93.48,81.33
92.72,80.47
93.99,89.59
96.54,85.14
91.6,87.02
94.67,90.07
93.62,69.92
94.1,76.55
91.2,85.3
95.17,94.26
95.26,90.16
89.51,90.54
92.15,91.97
94.59,86.14
94.72,84.05
94.32,91.15
91.36,90.23
90.82,88.49
94.28,80.78
93.43,76.1
96.22,95.61
97.1,81.23
94.04,90.62
94.39,89.1
90.44,81.92
93.61,84.06
90.33,91.31
94.88,95.39
93.49,90.81
94.8,91.68
96.01,78.79
94.46,85.89
93.59,87.96
93.08,74.57
92.19,93.92
91.73,88.22
97.66,93.18
90.0,69.22
91.26,89.72
96.97,80.8
91.13,91.32
94.79,76.81
95.21,81.28
94.5,78.83
93.69,93.67
91.77,73.32
91.85,81.48
91.27,95.35
95.23,88.33
92.91,94.29
96.17,93.76
92.02,84.49
95.54,82.37
96.88,85.62
94.45,77.51
94.18,91.41
91.37,82.53
93.77,68.18
93.99,91.07
94.66,79.04
94.72,65.31
96.14,81.78
90.79,95.54
92.06,88.82
96.69,87.29
95.31,71.37
96.32,85.71
93.84,89.78
95.34,88.5
95.92,88.61
96.33,86.93
94.47,88.47
94.61,73.53
95.2,86.78
95.1,77.1
94.64,73.48
93.51,97.11
95.52,91.73
96.23,93.67
95.49,72.9
93.11,86.82
94.91,90.98
96.3,89.61
93.14,95.61
92.68,89.94
92.82,93.02
92.25,86.52
92.96,99.02
94.16,89.43
96.0,89.54
96.42,88.45
89.87,97.31
95.17,76.63
95.34,81.47
96.0,91.54
94.52,92.78
95.54,88.52
93.38,94.03
92.98,91.66
91.98,89.08
95.31,86.48
91.93,86.93
96.79,86.44
97.22,87.7
93.79,29.05
91.58,82.04
92.62,89.55
85.05,90.94
96.19,86.93
96.67,82.93
92.58,88.67
96.84,93.38
93.14,96.54
93.31,96.26
96.57,96.22
92.01,92.72
89.29,87.09
93.56,92.76
94.67,79.82
94.58,93.34
95.75,85.37
93.66,94.58
89.08,77.47
94.37,77.31
92.86,89.41
92.4,96.53
95.07,97.8
95.75,89.34
96.37,82.31
93.73,87.36
95.17,91.75
92.56,77.27
93.64,89.04
94.52,75.95
87.34,91.95
95.2,83.45
94.5,88.1
97.7,98.06
93.27,81.79
94.02,93.13
93.62,83.78
94.55,79.94
95.56,88.36
94.0,95.77
95.77,93.18
91.72,85.1
89.55,90.02
98.01,63.87
96.06,79.62
91.57,86.87
90.99,89.31
92.04,90.02
90.39,84.67
94.27,84.01
94.4,92.7
93.29,86.73
86.63,93.48
95.96,94.56
95.55,95.11
92.03,68.15
95.71,33.01
92.08,87.64
91.04,84.81
96.74,82.84
95.58,95.03
95.22,79.96
94.14,68.82
93.99,94.78
92.04,93.29
93.42,93.36
96.9,86.78
95.49,87.22
99.03,72.22
95.92,85.69
94.68,86.05
96.07,75.71
98.15,76.47
89.26,85.75
93.59,88.26
96.33,90.12
95.36,81.67
92.38,92.87
94.08,91.56
94.95,86.52
95.87,73.14
92.78,86.12
96.12,96.94
91.45,88.78
93.88,76.02
92.98,85.9
92.69,87.9
92.72,88.18
94.57,93.08
94.11,78.32
93.75,89.74
92.59,79.33
95.69,87.5
90.89,92.32
95.59,93.31
88.85,81.17
94.62,85.92
95.26,90.05
95.14,85.49
97.05,75.84
91.15,95.65
87.99,89.45
92.52,89.1
93.53,86.75
95.85,85.92
96.54,88.28
94.97,89.49
90.49,91.07
91.26,81.6
97.35,83.15
90.52,88.96
93.17,84.7
92.46,88.24
96.89,68.85
93.36,82.07
93.85,92.51
93.5,97.27
