Intercept
-99321.91213043047
-110560.5896302108
-84797.16249277923
-93802.46448855323
-41074.61624110264
-92420.65086042069
-62121.405569816416
-67721.6603915598
-130480.20941459929
-52027.34471561666
-100468.93238682901
-58595.32521448243
-80611.00215650653
-85347.22007769554
-92652.2600988475
-73525.25341136033
-98797.17224230617
-83949.0040621392
-100251.14172416921
-97999.83862157715
-80508.54138005656
-125305.41414533838
-87090.25014948497
-124675.96198910923
-101972.68870463905
-79363.4924621241
-82626.59081903152
-105953.83056997499
-77141.24209537913
-80529.62254104626
-34781.25411751238
-81581.59289038456
-83325.6259058432
-102551.36832355383
-77462.43423352281
-77332.40327370218
-99723.88159440765
-111026.27788798603
-61874.55494664797
-80424.97654201741
-97548.6168104037
-67800.3945011204
-99623.48164388332
-107211.49275080179
-98692.40180161584
-94865.3169352671
-101388.15615395462
-82118.59147327102
-96987.02154646063
-51227.63071525887
-71822.73991067604
-96953.95031012525
-68832.85061570564
-98317.55425421569
-98808.06813982419
-93496.72432512793
-61809.48385821879
-90702.34557278562
-99439.41368369572
-109357.28209974107
-120141.60844632155
-108594.32058176193
-86010.245487261
-141682.7461212074
-52433.219086403216
-78487.1080029203
-89800.29369097286
-106237.6670088201
-96582.5048771961
-80596.97144285287
-104863.70331441527
-102683.81553051405
-74484.93482402741
-61418.255498474144
-67464.3544676313
-88162.46107100573
-61410.589536485495
-89102.11675059987
-102624.931536024
-95752.86044230245
-115877.63315172908
-70294.29256273585
-68185.40122101227
-97218.14717610423
-87354.00583847742
-117497.48061857925
-98421.92302528175
-78788.83769762074
-150825.7579333269
-81372.97430221569
-68248.81739788903
-98358.41748930245
-103302.68731320261
-95844.28103825003
-73942.21013399979
-108979.53076473632
-96807.39603582452
-93036.32777196616
-78466.8818547618
-67536.70283721884
-97903.16163683274
-89108.7321396185
-115624.24010517068
-94171.46702221457
-93320.74485501857
-97741.35271569234
-112086.08496809717
-76164.33912277948
-78173.81274240503
-90499.65273368295
-100451.34897347262
-78326.18859233308
-76258.61403245378
-75019.81743518473
-127427.85482838626
-91568.10743364945
-79051.28005049995
-72822.37405430715
-95957.5702671014
-88805.47417126097
-91412.6033542041
-67752.24673639852
-121329.72040735604
-86641.25917308696
-83301.62728060035
-95785.98268502807
-51308.63532293988
-110679.37882330117
-84557.07366138906
-73520.69531841655
-90421.71444381816
-116739.07053859296
-100624.97324124996
-48177.445876264625
-109192.33776372955
-102139.71954342502
-92972.15624954163
-82766.11015297768
-85248.85962114931
-97233.0470231101
-90359.1795975529
-108809.81502315738
-70237.0435139145
-75860.69581832792
-92820.32575479106
-60825.0772125531
-104191.93823801588
-123728.14982266279
-99045.75861065109
-137476.2566424186
-81828.71603552102
-72604.12636252683
-59974.6436484784
-90212.45374208741
-88147.64449681724
-108186.15737916286
-87036.02558885813
-93592.3927826853
-88904.67524113845
-89816.70934197653
-89192.66724035083
-43277.34889665067
-76948.09632143419
-89436.04703222089
-112968.93962103968
-123001.15662587399
-78616.36449812603
-87991.12611344781
-113020.11980635571
-98761.8148480876
-84831.30323120453
-92234.14968221846
-41250.826145586376
-100649.47328746482
-111317.28498340561
-124993.26801799913
-76910.72228904392
-90180.71098533653
-84519.66656054849
-65670.70797565869
-77164.24729423066
-96859.20357607328
-64866.32989409978
-81623.26478613913
-122149.29907517695
-83928.80729374195
-112229.85148356033
-84024.38889828417
-94656.32494430631
-92662.98077132592
-84200.10786105836
-12617.43141692329
-87137.86346017808
-105043.36235441123
-92396.15044812881
-94079.30415368282
-113442.98788733114
-71943.31118845443
-81265.21738485723
-73679.00440292405
-85289.43077461455
-86523.31437676905
-85398.08381375852
-89087.96328407501
-102829.1542590321
-85686.45085525227
-100272.50045400778
-104129.84703715939
-87570.13662646584
-78945.2565888025
-59103.43088289282
-89321.92835499806
-54788.36578072874
-91534.0393522146
-93728.01203653483
-46071.05484968729
-78698.39150612333
-81903.0771513062
-83818.87355369069
-54731.2948990857
-97904.73804234865
-91249.9138677658
-111961.10674349581
-66340.98799278642
-64194.886329814806
-68109.67993169249
-47034.928095949865
-103977.50962788193
-106238.60149120724
-105359.72299873119
-96086.52880938385
-95447.98659785755
-81625.92865142756
-94675.27404260542
-97478.25951018823
-28250.368258800983
-108510.07137618256
-99636.65830038406
-73076.78512391122
-94691.8338196939
-66009.8529552102
-91611.68985650346
-84396.68623220992
-74863.73235276977
